Id,Y
1088,1
1089,1
1090,1
1091,1
1092,1
1093,1
1094,1
1095,1
1097,1
1098,1
1099,1
1100,1
1103,1
1105,1
1106,1
1107,1
1108,1
1111,1
1113,0
1114,1
1115,1
1116,1
1117,1
1118,0
1119,1
1120,1
1122,1
1123,1
1124,1
1125,0
1126,1
1127,1
1128,1
1129,1
1130,1
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1150,1
1154,1
1155,1
1160,1
1161,0
1162,1
1163,1
1164,1
1166,0
1171,1
1187,0
1188,1
1189,1
1190,1
1191,1
1193,1
1195,1
1199,1
1200,1
1201,1
1202,1
1204,1
1205,1
1206,1
1207,1
1210,1
1211,1
1212,0
1220,1
1221,1
1222,1
1223,1
1224,1
1225,1
1226,1
1227,1
1228,1
1229,1
1230,1
1232,1
1233,1
1234,1
1235,1
1240,0
1242,1
1243,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1264,1
1265,1
1266,1
1269,1
1270,1
1271,1
1272,1
1273,1
1275,1
1276,1
1278,1
1279,1
1280,1
1281,1
1282,1
1283,1
1284,1
1285,1
1286,1
1287,0
1289,1
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,1
1297,0
1298,1
1299,1
1300,0
1301,0
1302,1
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1312,1
1313,1
1314,1
1315,1
1317,1
1318,1
1319,1
1321,1
1322,1
1323,1
1325,1
1327,1
1328,1
1329,1
1330,1
1331,0
1332,1
1333,1
1335,1
1336,1
1337,1
1338,0
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,1
1360,0
1361,0
1362,1
1363,1
1364,1
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,1
1374,1
1375,1
1376,1
1379,1
1380,1
1381,1
1382,1
1392,1
1398,1
1399,0
1400,1
1401,1
1403,1
1404,1
1407,1
1412,1
1415,1
1417,1
1418,1
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1426,1
1427,1
1428,1
1429,1
1430,1
1431,1
1433,1
1434,1
1435,1
1437,1
1438,1
1439,1
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,1
1448,1
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,0
1456,0
1457,0
1458,0
1459,1
1460,0
1461,0
1462,0
1463,0
1464,0
1465,1
1466,1
1467,1
1468,1
1469,1
1470,1
1471,1
1472,1
1473,1
1474,1
1475,1
1476,1
1477,1
1478,1
1479,1
1480,1
1481,1
1482,1
1483,1
1484,1
1485,0
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,1
1494,1
1497,1
1498,0
1499,1
1500,0
1501,0
1502,0
1503,0
1504,1
1505,1
1506,1
1507,1
1509,0
1510,1
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1528,1
1529,1
1530,1
1531,1
1532,1
1533,1
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,1
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,1
1558,1
1559,1
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,1
1567,1
1568,1
1569,1
1570,1
1571,1
1572,1
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,1
1590,1
1591,1
1592,1
1595,1
1596,1
1598,1
1601,1
1602,1
1603,1
1604,1
1606,1
1607,1
1608,0
1609,1
1610,1
1611,1
1612,1
1614,1
1615,1
1616,1
1617,1
1618,1
1619,1
1620,1
1621,1
1622,1
1625,1
1626,1
1628,1
1629,1
1630,1
1631,1
1632,1
1633,1
1634,1
1635,0
1636,0
1637,1
1638,1
1639,1
1640,1
1641,1
1642,1
1643,1
1644,1
1645,1
1646,1
1647,1
1648,1
1649,1
1650,0
1651,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,0
1659,0
1660,1
1661,1
1662,1
1663,1
1664,1
1665,1
1666,1
1667,0
1668,0
1669,1
1670,1
1671,1
1672,1
1673,1
1674,1
1675,1
1676,1
1677,1
1679,1
1680,1
1681,1
1682,1
1683,1
1684,1
1685,1
1686,1
1687,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,1
1695,1
1696,1
1697,1
1698,1
1699,1
1700,1
1701,1
1702,0
1704,1
1705,1
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1720,0
1722,1
1723,1
1724,1
1725,1
1726,1
1727,1
1728,1
1729,1
1731,1
1732,1
1733,1
1734,1
1735,1
1736,1
1737,1
1738,1
1739,1
1740,1
1741,1
1742,1
1743,1
1744,1
1746,0
1747,1
1748,0
1749,1
1750,0
1751,0
1752,0
1753,0
1754,1
1764,1
1765,1
1768,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1790,1
1791,1
1796,1
1797,1
1798,1
1799,1
1801,1
1802,1
1803,1
1804,1
1805,1
1807,1
1808,1
1809,1
1810,1
1811,1
1812,1
1813,1
1814,1
1816,0
1817,1
1818,1
1819,1
1820,1
1821,1
1822,1
1823,1
1824,1
1825,1
1826,1
1827,1
1828,1
1829,1
1830,1
1831,1
1832,1
1833,1
1834,1
1835,1
1836,1
1837,1
1838,1
1839,0
1840,0
1841,1
1842,1
1843,1
1844,1
1845,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,1
1852,1
1853,1
1854,1
1855,1
1856,1
1857,1
1858,1
1859,1
1861,1
1862,1
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,1
1870,1
1871,1
1872,1
1873,1
1874,0
1875,0
1876,1
1877,1
1878,1
1879,1
1880,1
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,1
1888,1
1889,0
1890,0
1891,1
1892,1
1893,1
1894,1
1895,1
1896,1
1897,1
1898,1
1899,1
1900,1
1901,1
1902,1
1903,1
1904,1
1905,1
1906,1
1907,1
1908,1
1909,1
1910,1
1911,1
1912,1
1913,1
1914,1
1915,1
1916,1
1917,1
1918,1
1919,1
1920,0
1922,0
1923,1
1924,0
1925,1
1926,1
1927,1
1928,1
1930,1
1931,1
1932,1
1933,1
1936,1
1937,1
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,1
1948,1
1949,1
1950,0
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,1
1958,1
1959,1
1960,1
1961,1
1962,1
1963,1
1964,1
1965,1
1966,1
1967,1
1968,1
1969,0
1970,1
1971,0
1972,0
1973,1
1974,0
1975,1
1978,1
1979,0
1980,0
1981,0
1982,0
1985,1
1986,1
1987,1
1988,0
1989,1
1992,1
1997,0
2000,0
2001,0
2002,1
2003,1
2004,1
2005,1
2006,1
2007,0
2011,1
2023,1
2024,1
2025,1
2028,1
2029,1
2031,0
2032,0
2035,1
2039,1
2040,1
2069,1
2070,1
2071,1
2072,1
2076,1
2077,1
2079,1
2084,1
2090,0
2096,1
2097,1
2098,1
2099,1
2109,1
2114,1
2117,1
2118,1
2129,1
2130,1
2143,1
2147,1
2148,1
2149,1
2150,1
2152,1
2153,1
2154,1
2155,1
2156,1
2157,1
2158,1
2160,1
2161,1
2163,1
2164,1
2166,1
2167,1
2168,1
2169,1
2170,1
2180,1
2181,1
2183,1
2186,1
2187,1
2190,1
2202,1
2203,1
2217,1
2236,1
2245,1
2246,1
2258,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,1
2267,1
2276,1
2278,1
2279,1
2281,1
2282,1
2283,1
2284,1
2285,1
2286,1
2287,1
2293,1
2294,1
2295,1
2296,1
2297,1
2298,1
2299,1
2300,1
2301,1
2302,1
2303,1
2304,1
2306,0
2307,1
2308,1
2309,1
2310,1
2311,1
2313,1
2314,1
2323,1
2325,1
2326,1
2327,0
2329,0
2338,0
2339,1
2345,1
2346,1
2348,1
2349,1
2351,1
2352,1
2353,0
2354,1
2359,1
2360,1
2362,1
2364,1
2365,1
2368,1
2380,1
2386,1
2387,1
2389,1
2391,1
2392,1
2399,1
2401,1
2402,1
2403,1
2405,1
2406,1
2407,1
2410,1
2411,1
2412,1
2420,1
2421,1
2424,1
2425,1
2426,1
2438,1
2441,1
2447,1
2448,1
2454,1
2455,1
2457,1
2458,1
2459,1
2460,0
2462,1
2464,1
2467,1
2468,1
2469,1
2470,1
2472,1
2473,0
2474,1
2475,1
2476,0
2478,0
2479,1
2480,1
2481,1
2482,1
2483,0
2491,1
2492,1
2493,1
2494,1
2495,1
2500,1
2521,1
2524,1
2525,1
2528,1
2529,1
2531,1
2532,1
2533,1
2535,1
2537,1
2538,1
2539,1
2540,1
2544,1
2545,1
2546,1
2547,1
2548,1
2550,1
2551,1
2554,1
2556,1
2558,1
2562,1
2563,1
2564,1
2566,1
2567,1
2568,1
2569,1
2572,1
2573,1
2583,1
2588,1
2589,1
2590,1
2591,1
2592,1
2593,1
2595,1
2597,1
2598,1
2599,1
2601,1
2602,1
2607,1
2608,1
2609,1
2611,1
2612,1
2614,1
2615,1
2616,1
2620,1
2621,1
2623,1
2624,1
2626,1
2628,1
2631,1
2636,1
2648,1
2669,1
2682,1
2683,1
2700,1
2701,1
2702,1
2703,1
2704,1
2706,1
2707,1
2708,1
2709,1
2710,1
2711,1
2714,1
2715,1
2716,1
2718,1
2719,1
2720,1
2721,1
2722,1
2729,1
2747,1
2748,1
2750,1
2751,1
2753,1
2754,1
2758,1
2759,0
2760,0
2761,1
2762,1
2763,1
2766,1
2767,1
2775,1
2776,1
2778,1
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2787,1
2788,1
2791,1
2792,1
2795,1
2798,1
2802,1
2803,1
2804,1
2806,1
2809,1
2811,1
2813,1
2814,1
2815,1
2816,1
2821,1
2823,0
2825,0
2826,1
2830,1
2831,1
2834,1
2835,1
2836,1
2837,1
2839,1
2845,1
2846,1
2847,1
2853,1
2854,1
2855,1
2856,1
2859,1
2860,1
2862,1
2866,1
2867,1
2871,1
2879,1
2882,1
2892,1
2893,1
2894,1
2896,1
2897,1
2898,1
2899,1
2901,1
2902,1
2911,1
2913,1
2922,1
2923,1
2930,1
2934,1
2936,1
2939,1
2942,1
2943,1
2944,1
2946,1
2948,0
2949,1
2954,1
2955,1
2956,1
2957,1
2959,1
2960,1
2961,1
2966,1
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2975,1
2976,1
2977,1
2978,1
2979,1
2980,1
2981,1
2982,1
2983,1
2985,1
2986,0
2987,0
2990,1
2991,1
3004,1
3005,1
3007,1
3008,1
3009,1
3010,1
3012,1
3014,1
3015,1
3018,1
3021,1
3022,0
3023,1
3024,1
3025,1
3026,1
3027,1
3030,1
3031,1
3032,1
3033,1
3034,1
3035,0
3043,1
3045,1
3046,1
3054,1
3057,1
3060,1
3061,1
3062,1
3063,1
3064,1
3065,0
3066,1
3067,1
3068,1
3070,1
3072,1
3073,1
3074,1
3075,1
3076,1
3078,0
3083,1
3084,1
3085,1
3087,1
3089,1
3090,1
3091,1
3092,1
3093,1
3097,1
3099,1
3100,1
3103,1
3108,1
3109,1
3111,1
3113,1
3114,1
3117,0
3120,1
3121,1
3126,1
3129,1
3131,1
3132,1
3135,1
3137,1
3138,1
3139,1
3141,0
3142,1
3144,0
3152,1
3154,1
3158,1
3162,1
3163,1
3198,0
3208,1
3209,1
3211,1
3218,1
3219,0
3220,1
3225,1
3228,0
3230,1
3232,0
3233,1
3234,1
3235,1
3236,1
3237,1
3238,1
3242,1
3243,1
3244,1
3245,1
3246,1
3249,1
3250,1
3251,1
3254,1
3255,1
3256,0
3257,1
3260,1
3261,1
3269,1
3270,1
3273,1
3274,1
3275,1
3277,1
3278,1
3281,1
3282,1
3283,1
3285,1
3286,1
3287,1
3288,1
3289,1
3291,0
3292,1
3294,1
3296,0
3299,1
3300,1
3301,1
3302,1
3304,1
3312,1
3314,1
3315,1
3317,1
3318,1
3322,1
3323,1
3324,1
3327,1
3333,1
3334,1
3335,1
3336,1
3342,1
3343,1
3346,1
3347,1
3348,1
3349,1
3350,1
3351,1
3352,1
3357,0
3358,1
3359,1
3360,1
3361,1
3362,1
3363,1
3365,1
3369,1
3374,1
3375,1
3376,1
3377,1
3379,1
3381,1
3398,1
3417,1
3418,0
3419,1
3420,1
3421,1
3424,1
3425,1
3431,1
3434,1
3436,1
3437,1
3438,0
3439,1
3443,1
3444,1
3446,1
3447,1
3448,1
3451,1
3452,1
3453,1
3454,1
3455,1
3457,1
3458,1
3459,1
3476,1
3480,1
3483,1
3484,1
3486,1
3505,1
3508,1
3510,1
3511,1
3512,1
3513,1
3519,1
3520,1
3523,1
3541,1
3556,1
3557,1
3558,1
3559,1
3560,1
3561,1
3577,1
3579,1
3580,1
3581,1
3582,1
3585,1
3591,1
3592,1
3593,1
3594,1
3595,1
3596,1
3597,1
3599,1
3601,1
3605,1
3606,1
3607,1
3608,1
3609,1
3618,1
3619,1
3621,0
3629,1
3632,1
3633,1
3634,1
3637,1
3638,1
3639,0
3648,1
3654,1
3655,1
3658,1
3660,1
3661,1
3662,1
3664,1
3665,1
3666,1
3667,1
3668,1
3669,1
3670,1
3671,1
3672,1
3673,1
3674,1
3675,1
3677,1
3678,1
3814,1
3815,1
3816,1
3818,1
3819,1
3820,1
3821,1
3822,1
3823,1
3824,0
3825,1
3826,0
3827,1
3828,1
3830,1
3831,1
3839,1
3841,1
3844,1
3845,1
3847,1
3849,1
3850,1
3851,1
3852,1
3854,1
3855,1
3857,1
3858,1
3859,1
3863,1
3914,1
4007,1
4009,0
4011,1
4012,1
4013,1
4014,1
4015,1
4017,1
4018,1
4020,1
4021,1
4023,1
4024,1
4025,1
4028,1
4037,1
4041,1
4044,1
4050,1
4052,1
4057,1
4075,1
4090,1
4100,1
4106,1
4115,1
4116,1
4133,1
4136,1
4137,1
4138,1
4153,0
4156,1
4169,1
4170,1
4171,1
4173,1
4174,1
4175,1
4179,1
4181,1
4187,1
4190,1
4191,0
4206,1
4208,1
4215,1
4216,1
4218,1
4229,1
4249,1
4256,1
4257,1
4260,1
5058,1
5059,1
5060,1
5061,1
5100,1
5130,0
5131,1
5132,1
5145,0
5146,0
5147,0
5148,0
5149,1
5150,1
5151,0
5152,0
5153,1
5154,1
5155,1
5156,1
5157,0
5158,0
5159,1
5160,1
5161,1
5162,0
5163,0
5164,0
5165,0
5166,1
5167,0
5168,0
5169,1
5170,0
5171,0
5172,0
5173,0
5174,0
5175,0
5176,1
5177,0
5179,1
5180,1
5181,1
5183,0
5184,0
5185,0
5186,0
5187,0
5188,1
5189,1
5190,1
5191,1
5192,1
5193,1
5194,1
5195,1
5196,1
5197,1
5199,1
5200,1
5201,1
5202,1
5205,1
5206,1
5207,0
5208,0
5209,0
5210,0
5211,1
5212,1
5213,1
5214,1
5215,0
5216,1
5217,1
5218,0
5219,1
5220,1
5221,1
5223,1
5224,1
5225,1
5226,1
5227,1
5228,1
5229,0
5230,1
5232,1
5233,1
5234,1
5235,1
5236,1
5237,1
5239,1
5240,1
5241,1
5242,0
5243,1
5244,1
5245,0
5246,0
5247,1
5248,1
5249,0
5250,0
5251,1
5252,1
5253,1
5254,1
5255,1
5256,1
5257,1
5258,1
5259,1
5260,1
5261,1
5262,1
5263,1
5264,1
5265,1
5267,0
5268,0
5269,0
5270,0
5271,1
5272,1
5273,1
5274,1
5275,1
5276,1
5277,1
5278,1
5279,1
5280,1
5281,1
5282,1
5283,1
5284,1
5286,1
5287,0
5288,0
5289,1
5290,0
5291,1
5292,1
5293,1
5294,1
5295,1
5296,1
5297,1
5298,1
5299,1
5301,1
5302,1
5304,0
5305,1
5306,1
5307,1
5308,1
5309,1
5310,1
5311,1
5312,1
5313,1
5314,1
5315,1
5316,1
5317,1
5318,1
5319,1
5320,1
5321,1
5322,1
5323,1
5324,1
5325,1
5326,1
5327,1
5328,1
5329,1
5330,1
5331,1
5332,1
5333,1
5334,1
5335,1
5336,1
5337,1
5338,1
5339,1
5341,1
5342,1
5343,1
5344,1
5346,1
5347,1
5348,1
5350,1
5352,1
5353,1
5354,1
5355,1
5356,1
5357,1
5358,1
5359,1
5360,1
5361,1
5364,1
5365,1
5366,1
5367,1
5368,1
5369,1
5370,1
5371,1
5372,1
5373,1
5374,1
5375,1
5376,1
5377,1
5378,1
5379,1
5381,1
5383,0
5385,1
5386,1
5387,1
5388,1
5389,0
5391,1
5392,1
5393,1
5394,1
5395,1
5396,1
5398,1
5401,1
5403,1
5404,1
5405,1
5406,1
5407,0
5408,0
5409,0
5410,0
5411,0
5412,0
5413,0
5414,0
5415,1
5416,1
5417,0
5418,1
5419,1
5420,1
5421,1
5422,1
5423,1
5424,1
5425,1
5426,1
5427,0
5428,1
5429,1
5430,1
5431,1
5432,1
5433,1
5434,0
5435,0
5437,0
5438,1
5439,1
5440,1
5442,0
5443,0
5444,0
5445,1
5446,1
5447,1
5448,1
5449,1
5450,1
5452,1
5453,0
5454,0
5455,0
5456,0
5457,0
5458,1
5459,1
5460,1
5461,1
5462,1
5465,1
5466,1
5468,0
5469,0
5470,0
5471,0
5472,1
5473,1
5474,1
5475,0
5477,1
5478,1
5479,1
5480,1
5481,1
5482,0
5483,0
5486,1
5487,1
5488,1
5489,1
5490,1
5491,1
5492,1
5493,1
5494,1
5495,1
5496,1
5497,1
5498,0
5499,0
5500,0
5501,0
5502,1
5503,1
5504,0
5505,0
5506,0
5507,1
5508,0
5509,0
5510,0
5511,1
5512,0
5513,0
5514,0
5515,0
5516,0
5517,0
5518,0
5519,1
5520,0
5521,1
5522,0
5523,0
5524,0
5525,1
5526,1
5527,1
5528,1
5529,1
5530,1
5531,1
5532,1
5534,0
5535,0
5536,0
5537,0
5538,1
5539,1
5540,1
5541,1
5542,1
5543,1
5544,0
5545,1
5546,1
5547,1
5548,0
5549,1
5550,1
5551,1
5552,1
5553,1
5554,0
5555,1
5556,1
5557,1
5558,1
5560,1
5561,1
5562,0
5563,1
5564,1
5565,1
5566,1
5567,1
5568,1
5569,1
5570,1
5571,0
5572,0
5574,0
5575,0
5576,0
5577,1
5578,1
5579,0
5580,1
5581,0
5582,0
5583,1
5584,1
5585,1
5586,0
5587,0
5589,1
5590,1
5591,0
5592,0
5593,1
5594,1
5597,1
5601,1
5602,0
5603,1
5605,1
5606,0
5607,0
5608,0
5610,1
5618,0
5620,0
5621,0
5622,1
5623,1
5624,0
5625,0
5626,1
5627,1
5628,1
5629,0
5632,1
5634,1
5635,0
5637,1
5639,1
5640,1
5641,1
5642,1
5643,1
5644,1
5645,1
5647,1
5648,1
5649,0
5650,1
5651,1
5652,1
5653,1
5654,1
5655,1
5656,1
5657,1
5659,1
5660,1
5661,1
5662,1
5663,1
5664,1
5665,0
5666,1
5667,1
5668,1
5669,1
5672,1
5675,1
5677,1
5678,1
5679,1
5680,1
5681,1
5682,1
5683,1
5684,1
5689,1
5692,1
5693,1
5694,1
5695,1
5696,1
5697,1
5698,1
5704,1
5706,1
5707,1
5708,1
5709,1
5710,1
5711,1
5712,1
5713,1
5714,1
5715,1
5718,1
5720,1
5721,1
5722,1
5723,1
5724,1
5725,0
5726,1
5727,1
5735,1
5736,1
5737,1
5738,1
5740,1
5742,1
5744,1
5745,1
5746,1
5747,1
5748,1
5750,1
5751,1
5753,1
5754,1
5755,1
5756,1
5758,1
5759,1
5760,1
5761,1
5762,1
5764,1
5765,1
5766,1
5769,1
5771,1
5772,1
5773,1
5774,1
5776,0
5779,1
5782,0
5783,0
5784,1
5785,1
5786,1
5789,1
5790,1
5791,1
5792,1
5793,1
5794,1
5795,1
5796,1
5797,1
5798,1
5799,1
5800,1
5801,1
5805,1
5806,0
5807,0
5814,0
5816,1
5818,1
5820,1
5821,1
5823,1
5824,1
5825,1
5827,1
5829,1
5830,1
5831,1
5832,1
5833,1
5834,1
5836,0
5837,1
5838,1
5839,1
5840,1
5842,1
5843,1
5844,1
5845,1
5846,1
5847,1
5850,1
5851,1
5852,0
5853,0
5854,1
5855,1
5856,1
5858,1
5861,1
5862,1
5863,1
5864,1
5865,1
5870,1
5871,1
5872,1
5877,1
5880,1
5882,1
5885,1
5886,1
5887,1
5889,1
5891,1
5892,1
5894,1
5895,1
5897,1
5902,1
5903,1
5904,1
5905,0
5907,1
5908,0
5909,1
5910,1
5911,1
5912,1
5913,1
5914,1
5915,1
5918,1
5921,1
5923,1
5924,1
5925,1
5926,1
5927,1
5929,1
5930,1
5931,0
5932,1
5936,1
5937,1
5938,1
5942,1
5943,1
5948,1
5949,1
5950,1
5951,1
5952,1
5954,1
